"","Gene symbol","Gene names","up_regulate","down_regulate","n_literature","up_down","percentage"
"5936","MAP1S","microtubule-associated protein 1S",1,1,2,"down",0.5
"5937","MAP2","microtubule-associated protein 2",3,0,3,"up",1
"5938","MAP2K1","mitogen-activated protein kinase kinase 1",3,0,3,"up",1
"5939","MAP2K2","mitogen-activated protein kinase kinase 2",5,1,6,"up",0.833333333333333
"5940","MAP2K3","mitogen-activated protein kinase kinase 3",5,1,6,"up",0.833333333333333
"5941","MAP2K4","mitogen-activated protein kinase kinase 4",2,0,2,"up",1
"5942","MAP2K6","mitogen-activated protein kinase kinase 6",1,4,5,"down",0.8
"5943","MAP2K7","mitogen-activated protein kinase kinase 7",0,3,3,"down",1
"5944","MAP3K10","mitogen-activated protein kinase kinase kinase 10",1,0,1,"up",1
"5945","MAP3K11","mitogen-activated protein kinase kinase kinase 11",1,0,1,"up",1
"5946","MAP3K12","mitogen-activated protein kinase kinase kinase 12",1,0,1,"up",1
"5947","MAP3K13","mitogen-activated protein kinase kinase kinase 13",0,1,1,"down",1
"5948","MAP3K14","mitogen-activated protein kinase kinase kinase 14",1,3,4,"down",0.75
"5949","MAP3K15","mitogen-activated protein kinase kinase kinase 15",1,0,1,"up",1
"5950","MAP3K2","mitogen-activated protein kinase kinase kinase 2",1,0,1,"up",1
"5951","MAP3K20","mitogen-activated protein kinase kinase kinase 20",0,3,3,"down",1
"5952","MAP3K3","mitogen-activated protein kinase kinase kinase 3",1,2,3,"down",0.666666666666667
"5953","MAP3K5","mitogen-activated protein kinase kinase kinase 5",1,1,2,"down",0.5
"5954","MAP3K6","mitogen-activated protein kinase kinase kinase 6",4,1,5,"up",0.8
"5955","MAP3K7","mitogen-activated protein kinase kinase kinase 7",2,0,2,"up",1
"5956","MAP3K7CL","Map3k7 C-terminal like",4,0,4,"up",1
"5957","MAP3K8","mitogen-activated protein kinase kinase kinase 8",1,0,1,"up",1
"5958","MAP3K9","mitogen-activated protein kinase kinase kinase 9",4,2,6,"up",0.666666666666667
"5959","MAP4","microtubule-associated protein 4",1,0,1,"up",1
"5960","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1",1,3,4,"down",0.75
"5961","MAP4K2","mitogen-activated protein kinase kinase kinase kinase 2",1,0,1,"up",1
"5962","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3",0,1,1,"down",1
"5963","MAP4K3-DT","MAP4K3 divergent transcript",1,0,1,"up",1
"5964","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4",2,0,2,"up",1
"5965","MAP6","microtubule-associated protein 6",0,1,1,"down",1
"5966","MAP6D1","MAP6 domain containing 1",1,0,1,"up",1
"5967","MAP7D1","MAP7 domain containing 1",1,0,1,"up",1
"5968","MAP7D2","MAP7 domain containing 2",2,0,2,"up",1
"5969","MAP7D3","MAP7 domain containing 3",0,1,1,"down",1
"5970","MAPK1","mitogen-activated protein kinase 1",17,6,23,"up",0.739130434782609
"5971","MAPK10","mitogen-activated protein kinase 10",1,2,3,"down",0.666666666666667
"5972","MAPK11","mitogen-activated protein kinase 11",4,0,4,"up",1
"5973","MAPK12","mitogen-activated protein kinase 12",2,1,3,"up",0.666666666666667
"5974","MAPK13","mitogen-activated protein kinase 13",2,2,4,"down",0.5
"5975","MAPK14","mitogen-activated protein kinase 14",44,6,50,"up",0.88
"5976","MAPK15","mitogen-activated protein kinase 15",0,1,1,"down",1
"5977","MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1-like",0,1,1,"down",1
"5978","MAPK3","mitogen-activated protein kinase 3",10,4,14,"up",0.714285714285714
"5979","MAPK4","mitogen-activated protein kinase 4",1,1,2,"down",0.5
"5980","MAPK6","mitogen-activated protein kinase 6",1,0,1,"up",1
"5981","MAPK7","mitogen-activated protein kinase 7",0,1,1,"down",1
"5982","MAPK8","mitogen-activated protein kinase 8",5,3,8,"up",0.625
"5983","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1",1,1,2,"down",0.5
"5984","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2",2,0,2,"up",1
"5985","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3",1,0,1,"up",1
"5986","MAPK9","mitogen-activated protein kinase 9",1,3,4,"down",0.75
"5987","MAPKAPK2","MAP kinase-activated protein kinase 2",2,1,3,"up",0.666666666666667
"5988","MAPKAPK3","mitogen-activated protein kinase-activated protein kinase 3",1,0,1,"up",1
"5989","MAPKAPK5","MAP kinase-activated protein kinase 5",2,0,2,"up",1
"5990","MAPKBP1","mitogen-activated protein kinase binding protein 1",3,0,3,"up",1
"5991","MAPRE1","microtubule-associated protein, RP/EB family, member 1",2,1,3,"up",0.666666666666667
"5992","MAPRE2","microtubule-associated protein, RP/EB family, member 2",0,1,1,"down",1
"5993","MAPRE3","microtubule-associated protein, RP/EB family, member 3",2,0,2,"up",1
"5994","MAPT","microtubule-associated protein tau",1,1,2,"down",0.5
"5995","MARCHF1","membrane associated ring-CH-type finger 1",0,1,1,"down",1
"5996","MARCHF2","membrane associated ring-CH-type finger 2",1,0,1,"up",1
"5997","MARCHF4","membrane associated ring-CH-type finger 4",1,0,1,"up",1
"5998","MARCHF7","membrane associated ring-CH-type finger 7",0,0,0,"down",NA
"5999","MARCHF9","membrane associated ring-CH-type finger 9",0,0,0,"down",NA
"6000","MARCKS","myristoylated alanine rich protein kinase C substrate",1,4,5,"down",0.8
"6001","MARCKSL1","MARCKS-like 1",0,2,2,"down",1
"6002","MARK2","MAP/microtubule affinity regulating kinase 2",1,0,1,"up",1
"6003","MARK3","MAP/microtubule affinity regulating kinase 3",0,1,1,"down",1
"6004","MARK4","MAP/microtubule affinity regulating kinase 4",1,0,1,"up",1
"6005","MARS2","methionine-tRNA synthetase 2 (mitochondrial)",1,0,1,"up",1
"6006","MARVELD1","MARVEL (membrane-associating) domain containing 1",2,0,2,"up",1
"6007","MASP1","mannan-binding lectin serine peptidase 1",1,0,1,"up",1
"6008","MASP2","mannan-binding lectin serine peptidase 2",1,2,3,"down",0.666666666666667
"6009","MAST1","microtubule associated serine/threonine kinase 1",3,0,3,"up",1
"6010","MAST3","microtubule associated serine/threonine kinase 3",1,0,1,"up",1
"6011","MAST4","microtubule associated serine/threonine kinase family member 4",2,0,2,"up",1
"6012","MASTL","microtubule associated serine/threonine kinase-like",0,3,3,"down",1
"6013","MAT2A","methionine adenosyltransferase II, alpha",0,1,1,"down",1
"6014","MAT2B","methionine adenosyltransferase II, beta",0,2,2,"down",1
"6015","MATK","megakaryocyte-associated tyrosine kinase",1,0,1,"up",1
"6016","MATN2","matrilin 2",5,1,6,"up",0.833333333333333
"6017","MATN3","matrilin 3",1,1,2,"down",0.5
"6018","MATN4","matrilin 4",0,1,1,"down",1
"6019","MATR3","matrin 3",1,0,1,"up",1
"6020","MAU2","MAU2 sister chromatid cohesion factor",1,0,1,"up",1
"6021","MAVS","mitochondrial antiviral signaling protein",0,1,1,"down",1
"6022","MAZ","MYC-associated zinc finger protein (purine-binding transcription factor)",1,1,2,"down",0.5
"6023","MB","myoglobin",0,2,2,"down",1
"6024","MBD1","methyl-CpG binding domain protein 1",1,1,2,"down",0.5
"6025","MBD2","methyl-CpG binding domain protein 2",0,1,1,"down",1
"6026","MBD3","methyl-CpG binding domain protein 3",0,1,1,"down",1
"6027","MBD5","methyl-CpG binding domain protein 5",1,1,2,"down",0.5
"6028","MBIP","MAP3K12 binding inhibitory protein 1",0,2,2,"down",1
"6029","MBL2","mannose-binding lectin (protein C) 2",0,1,1,"down",1
"6030","MBNL1-AS1","MBNL1 antisense RNA 1",1,0,1,"up",1
"6031","MBNL2","muscleblind like splicing factor 2",1,0,1,"up",1
"6032","MBNL3","muscleblind like splicing factor 3",0,1,1,"down",1
"6033","MBOAT1","membrane bound O-acyltransferase domain containing 1",1,3,4,"down",0.75
"6034","MBOAT7","membrane bound O-acyltransferase domain containing 7",2,0,2,"up",1
"6035","MBP","myelin basic protein",1,2,3,"down",0.666666666666667
"6036","MBTD1","mbt domain containing 1",1,0,1,"up",1
"6037","MBTPS1","membrane-bound transcription factor peptidase, site 1",1,0,1,"up",1
"6038","MBTPS2","membrane-bound transcription factor peptidase, site 2",1,0,1,"up",1
"6039","MC1R","melanocortin 1 receptor",2,0,2,"up",1
"6040","MCAM","melanoma cell adhesion molecule",3,2,5,"up",0.6
"6041","MCAT","malonyl CoA:ACP acyltransferase (mitochondrial)",1,0,1,"up",1
"6042","MCCC1","methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)",1,1,2,"down",0.5
"6043","MCF2","mcf.2 transforming sequence",1,0,1,"up",1
"6044","MCF2L","mcf.2 transforming sequence-like",0,1,1,"down",1
"6045","MCFD2","multiple coagulation factor deficiency 2",2,1,3,"up",0.666666666666667
"6046","MCHR1","melanin-concentrating hormone receptor 1",2,0,2,"up",1
"6047","MCIDAS","multiciliate differentiation and DNA synthesis associated cell cycle protein",1,0,1,"up",1
"6048","MCL1","myeloid cell leukemia sequence 1",3,4,7,"down",0.571428571428571
"6049","MCM10","minichromosome maintenance 10 replication initiation factor",1,4,5,"down",0.8
"6050","MCM2","minichromosome maintenance complex component 2",0,6,6,"down",1
"6051","MCM3","minichromosome maintenance complex component 3",1,6,7,"down",0.857142857142857
"6052","MCM3AP","minichromosome maintenance complex component 3 associated protein",2,0,2,"up",1
"6053","MCM4","minichromosome maintenance complex component 4",0,3,3,"down",1
"6054","MCM5","minichromosome maintenance complex component 5",0,3,3,"down",1
"6055","MCM6","minichromosome maintenance complex component 6",0,3,3,"down",1
"6056","MCM7","minichromosome maintenance complex component 7",0,3,3,"down",1
"6057","MCM8","minichromosome maintenance 8 homologous recombination repair factor",0,1,1,"down",1
"6058","MCMBP","minichromosome maintenance complex binding protein",0,2,2,"down",1
"6059","MCMDC2","minichromosome maintenance domain containing 2",0,1,1,"down",1
"6060","MCOLN1","mucolipin 1",3,0,3,"up",1
"6061","MCOLN3","mucolipin 3",2,0,2,"up",1
"6062","MCRIP2","MAPK regulated corepressor interacting protein 2",1,0,1,"up",1
"6063","MCRS1","microspherule protein 1",2,1,3,"up",0.666666666666667
"6064","MCTP1","multiple C2 domains, transmembrane 1",2,1,3,"up",0.666666666666667
"6065","MCUB","mitochondrial calcium uniporter dominant negative beta subunit",0,2,2,"down",1
"6066","MCUR1","mitochondrial calcium uniporter regulator 1",1,2,3,"down",0.666666666666667
"6067","MDC1","mediator of DNA damage checkpoint 1",0,4,4,"down",1
"6068","MDFI","MyoD family inhibitor",0,1,1,"down",1
"6069","MDFIC","MyoD family inhibitor domain containing",0,1,1,"down",1
"6070","MDGA1","MAM domain containing glycosylphosphatidylinositol anchor 1",3,1,4,"up",0.75
"6071","MDGA2","MAM domain containing glycosylphosphatidylinositol anchor 2",2,0,2,"up",1
"6072","MDH1","malate dehydrogenase 1, NAD (soluble)",2,2,4,"down",0.5
"6073","MDH2","malate dehydrogenase 2, NAD (mitochondrial)",1,0,1,"up",1
"6074","MDK","midkine",2,2,4,"down",0.5
"6075","MDM1","transformed mouse 3T3 cell double minute 1",0,1,1,"down",1
"6076","MDM2","transformed mouse 3T3 cell double minute 2",6,18,24,"down",0.75
"6077","MDM4","transformed mouse 3T3 cell double minute 4",1,2,3,"down",0.666666666666667
"6078","MDRV","muscular dystrophy, with rimmed vacuoles",1,0,1,"up",1
"6079","ME1","malic enzyme 1, NADP(+)-dependent, cytosolic",1,2,3,"down",0.666666666666667
"6080","ME2","malic enzyme 2, NAD(+)-dependent, mitochondrial",2,4,6,"down",0.666666666666667
"6081","MEA1","male enhanced antigen 1",0,1,1,"down",1
"6082","MEAF6","MYST/Esa1-associated factor 6",1,0,1,"up",1
"6083","MECOM","MDS1 and EVI1 complex locus",2,4,6,"down",0.666666666666667
"6084","MECP2","methyl CpG binding protein 2",2,3,5,"down",0.6
"6085","MECR","mitochondrial trans-2-enoyl-CoA reductase",0,1,1,"down",1
"6086","MED10","mediator complex subunit 10",0,1,1,"down",1
"6087","MED12","mediator complex subunit 12",0,1,1,"down",1
"6088","MED12L","mediator complex subunit 12-like",2,1,3,"up",0.666666666666667
"6089","MED13","mediator complex subunit 13",0,1,1,"down",1
"6090","MED13L","mediator complex subunit 13-like",0,1,1,"down",1
"6091","MED14","mediator complex subunit 14",1,1,2,"down",0.5
"6092","MED15","mediator complex subunit 15",1,0,1,"up",1
"6093","MED16","mediator complex subunit 16",0,2,2,"down",1
"6094","MED18","mediator complex subunit 18",1,0,1,"up",1
"6095","MED19","mediator complex subunit 19",1,0,1,"up",1
"6096","MED20","mediator complex subunit 20",0,1,1,"down",1
"6097","MED21","mediator complex subunit 21",1,0,1,"up",1
"6098","MED22","mediator complex subunit 22",1,2,3,"down",0.666666666666667
"6099","MED23","mediator complex subunit 23",2,0,2,"up",1
"6100","MED26","mediator complex subunit 26",2,0,2,"up",1
"6101","MED27","mediator complex subunit 27",0,1,1,"down",1
"6102","MED30","mediator complex subunit 30",0,1,1,"down",1
"6103","MED31","mediator complex subunit 31",1,0,1,"up",1
"6104","MED4","mediator complex subunit 4",1,1,2,"down",0.5
"6105","MED8","mediator complex subunit 8",1,2,3,"down",0.666666666666667
"6106","MED9","mediator complex subunit 9",1,0,1,"up",1
"6107","MEDAG","mesenteric estrogen dependent adipogenesis",2,1,3,"up",0.666666666666667
"6108","MEF2A","myocyte enhancer factor 2A",2,1,3,"up",0.666666666666667
"6109","MEF2C","myocyte enhancer factor 2C",0,2,2,"down",1
"6110","MEF2D","myocyte enhancer factor 2D",2,0,2,"up",1
"6111","MEG3","maternally expressed 3",2,1,3,"up",0.666666666666667
"6112","MEG8","maternally expressed 8, small nucleolar RNA host gene",0,1,1,"down",1
"6113","MEGF10","multiple EGF-like-domains 10",1,1,2,"down",0.5
"6114","MEGF11","multiple EGF-like-domains 11",0,1,1,"down",1
"6115","MEGF6","multiple EGF-like-domains 6",4,0,4,"up",1
"6116","MEGF9","multiple EGF-like-domains 9",1,0,1,"up",1
"6117","MEI1","meiotic double-stranded break formation protein 1",2,0,2,"up",1
"6118","MEIS1","Meis homeobox 1",0,1,1,"down",1
"6119","MEIS2","Meis homeobox 2",0,1,1,"down",1
"6120","MEIS3P1","Meis homeobox 3 pseudogene 1",0,1,1,"down",1
"6121","MELK","maternal embryonic leucine zipper kinase",0,4,4,"down",1
"6122","MELTF","melanotransferrin",2,0,2,"up",1
"6123","MELTF-AS1","MELTF antisense RNA 1",2,0,2,"up",1
"6124","MEN1","multiple endocrine neoplasia 1",1,1,2,"down",0.5
"6125","MEOX1","mesenchyme homeobox 1",2,1,3,"up",0.666666666666667
"6126","MEOX2","mesenchyme homeobox 2",3,1,4,"up",0.75
"6127","MEPCE","methylphosphate capping enzyme",1,1,2,"down",0.5
"6128","MERTK","MER proto-oncogene tyrosine kinase",2,0,2,"up",1
"6129","MESD","mesoderm development LRP chaperone",0,1,1,"down",1
"6130","MESP1","mesoderm posterior 1",2,1,3,"up",0.666666666666667
"6131","MEST","mesoderm specific transcript",1,1,2,"down",0.5
"6132","MET","met proto-oncogene",1,1,2,"down",0.5
"6133","METAP1D","methionyl aminopeptidase type 1D (mitochondrial)",0,1,1,"down",1
"6134","METAP2","methionine aminopeptidase 2",0,2,2,"down",1
"6135","METRN","meteorin, glial cell differentiation regulator",1,0,1,"up",1
"6136","METRNL","meteorin, glial cell differentiation regulator-like",1,1,2,"down",0.5
"6137","METTL1","methyltransferase like 1",0,2,2,"down",1
"6138","METTL17","methyltransferase like 17",0,1,1,"down",1
"6139","METTL18","methyltransferase like 18",0,1,1,"down",1
"6140","METTL21A","methyltransferase like 21A",0,1,1,"down",1
"6141","METTL22","methyltransferase like 22",0,1,1,"down",1
"6142","METTL23","methyltransferase like 23",1,0,1,"up",1
"6143","METTL24","methyltransferase like 24",1,0,1,"up",1
"6144","METTL27","methyltransferase like 27",1,1,2,"down",0.5
"6145","METTL2B","methyltransferase like 2B",0,1,1,"down",1
"6146","METTL3","methyltransferase like 3",2,0,2,"up",1
"6147","METTL4","methyltransferase like 4",0,3,3,"down",1
"6148","METTL6","methyltransferase like 6",0,2,2,"down",1
"6149","METTL7A","methyltransferase like 7A",1,3,4,"down",0.75
"6150","METTL8","methyltransferase like 8",1,0,1,"up",1
"6151","MEX3A","mex3 RNA binding family member A",0,2,2,"down",1
"6152","MEX3B","mex3 RNA binding family member B",2,1,3,"up",0.666666666666667
"6153","MEX3D","mex3 RNA binding family member D",0,1,1,"down",1
"6154","MFAP2","microfibrillar-associated protein 2",1,0,1,"up",1
"6155","MFAP3","microfibrillar-associated protein 3",1,0,1,"up",1
"6156","MFAP3L","microfibrillar-associated protein 3-like",1,0,1,"up",1
"6157","MFAP4","microfibrillar-associated protein 4",1,3,4,"down",0.75
"6158","MFAP5","microfibrillar associated protein 5",4,0,4,"up",1
"6159","MFF","mitochondrial fission factor",0,2,2,"down",1
"6160","MFGE8","milk fat globule-EGF factor 8 protein",2,0,2,"up",1
"6161","MFHAS1","malignant fibrous histiocytoma amplified sequence 1",1,2,3,"down",0.666666666666667
"6162","MFN1","mitofusin 1",3,1,4,"up",0.75
"6163","MFN2","mitofusin 2",3,1,4,"up",0.75
"6164","MFSD1","major facilitator superfamily domain containing 1",2,0,2,"up",1
"6165","MFSD10","major facilitator superfamily domain containing 10",1,0,1,"up",1
"6166","MFSD11","major facilitator superfamily domain containing 11",1,0,1,"up",1
"6167","MFSD12","major facilitator superfamily domain containing 12",1,0,1,"up",1
"6168","MFSD13A","major facilitator superfamily domain containing 13a",1,0,1,"up",1
"6169","MFSD14A","major facilitator superfamily domain containing 14A",0,1,1,"down",1
"6170","MFSD14B","major facilitator superfamily domain containing 14B",1,0,1,"up",1
"6171","MFSD14C","major facilitator superfamily domain containing 14C",1,0,1,"up",1
"6172","MFSD2A","major facilitator superfamily domain containing 2A",2,1,3,"up",0.666666666666667
"6173","MFSD3","major facilitator superfamily domain containing 3",2,0,2,"up",1
"6174","MFSD4B","major facilitator superfamily domain containing 4B",0,0,0,"down",NA
"6175","MFSD6","major facilitator superfamily domain containing 6",3,0,3,"up",1
"6176","MFSD8","major facilitator superfamily domain containing 8",0,1,1,"down",1
"6177","MGA","MAX gene associated",1,1,2,"down",0.5
"6178","MGARP","mitochondria localized glutamic acid rich protein",1,0,1,"up",1
"6179","MGAT3","mannoside acetylglucosaminyltransferase 3",1,0,1,"up",1
"6180","MGAT4B","mannoside acetylglucosaminyltransferase 4, isoenzyme B",1,0,1,"up",1
"6181","MGAT4C","MGAT4 family, member C",0,2,2,"down",1
"6182","MGAT5B","mannoside acetylglucosaminyltransferase 5, isoenzyme B",1,1,2,"down",0.5
"6183","MGC12916","uncharacterized protein MGC12916",1,1,2,"down",0.5
"6184","MGC15885","uncharacterized protein MGC15885",0,1,1,"down",1
"6185","MGC70870","C-terminal binding protein 2 pseudogene",1,0,1,"up",1
"6186","MGLL","monoglyceride lipase",1,2,3,"down",0.666666666666667
"6187","MGP","matrix Gla protein",3,0,3,"up",1
"6188","MGRN1","mahogunin, ring finger 1",1,0,1,"up",1
"6189","MIA","melanoma inhibitory activity",1,0,1,"up",1
"6190","MIA2","MIA SH3 domain ER export factor 2",2,1,3,"up",0.666666666666667
"6191","MIAT","myocardial infarction associated transcript (non-protein coding)",0,1,1,"down",1
"6192","MIB1","mindbomb E3 ubiquitin protein ligase 1",3,3,6,"down",0.5
"6193","MIB2","mindbomb E3 ubiquitin protein ligase 2",1,0,1,"up",1
"6194","MICA","MHC class I polypeptide-related sequence A",4,1,5,"up",0.8
"6195","MICAL1","microtubule associated monooxygenase, calponin and LIM domain containing 1",0,1,1,"down",1
"6196","MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2",2,2,4,"down",0.5
"6197","MICAL3","microtubule associated monooxygenase, calponin and LIM domain containing 3",1,0,1,"up",1
"6198","MICALCL","MICAL C-terminal like",0,1,1,"down",1
"6199","MICALL1","microtubule associated monooxygenase, calponin and LIM domain containing -like 1",2,0,2,"up",1
"6200","MICALL2","MICAL-like 2",3,0,3,"up",1
"6201","MICB","MHC class I polypeptide-related sequence B",4,1,5,"up",0.8
"6202","MICU1","mitochondrial calcium uptake 1",2,0,2,"up",1
"6203","MID1","midline 1",1,1,2,"down",0.5
"6204","MID1IP1","Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))",0,2,2,"down",1
"6205","MID2","midline 2",2,0,2,"up",1
"6206","MIEF1","mitochondrial elongation factor 1",1,0,1,"up",1
"6207","MIEF2","mitochondrial elongation factor 2",1,0,1,"up",1
"6208","MIEN1","migration and invasion enhancer 1",1,0,1,"up",1
"6209","MIF","macrophage migration inhibitory factor (glycosylation-inhibiting factor)",3,5,8,"down",0.625
"6210","MIGA1","mitoguardin 1",1,0,1,"up",1
"6211","MIIP","migration and invasion inhibitory protein",0,3,3,"down",1
"6212","MILR1","mast cell immunoglobulin like receptor 1",1,0,1,"up",1
"6213","MINDY1","MINDY lysine 48 deubiquitinase 1",0,1,1,"down",1
"6214","MINDY2","MINDY lysine 48 deubiquitinase 2",0,1,1,"down",1
"6215","MINK1","misshapen-like kinase 1 (zebrafish)",2,0,2,"up",1
"6216","MINPP1","multiple inositol polyphosphate histidine phosphatase 1",2,0,2,"up",1
"6217","MIOS","meiosis regulator for oocyte development",0,2,2,"down",1
"6218","MIPOL1","mirror-image polydactyly 1",1,0,1,"up",1
"6219","MIR100","microRNA 100",0,1,1,"down",1
"6220","MIR100HG","Mir100 Mirlet7a-2 Mir125b-1 cluster host gene",0,2,2,"down",1
"6221","MIR106B","microRNA 106b",2,1,3,"up",0.666666666666667
"6222","MIR107","microRNA 107",1,0,1,"up",1
"6223","MIR10A","microRNA 10a",1,0,1,"up",1
"6224","MIR10B","microRNA 10b",1,0,1,"up",1
"6225","MIR1228","microRNA 1228",0,1,1,"down",1
"6226","MIR124-1","microRNA 124-1",1,0,1,"up",1
"6227","MIR1246","microRNA 1246",0,1,1,"down",1
"6228","MIR125A","microRNA 125a",1,0,1,"up",1
"6229","MIR125B1","microRNA 125b-1",1,1,2,"down",0.5
"6230","MIR126","microRNA 126",1,2,3,"down",0.666666666666667
"6231","MIR128-1","microRNA 128-1",0,1,1,"down",1
"6232","MIR1304","microRNA 1304",0,2,2,"down",1
"6233","MIR1306","microRNA 1306",0,1,1,"down",1
"6234","MIR130B","microRNA 130b",1,1,2,"down",0.5
"6235","MIR136","microRNA 136",1,0,1,"up",1
"6236","MIR137","microRNA 137",1,0,1,"up",1
"6237","MIR138-1","microRNA 138-1",1,0,1,"up",1
"6238","MIR140","microRNA 140",1,0,1,"up",1
"6239","MIR141","microRNA 141",2,0,2,"up",1
"6240","MIR143","microRNA 143",1,0,1,"up",1
"6241","MIR145","microRNA 145",1,0,1,"up",1
"6242","MIR146A","microRNA 146a",2,5,7,"down",0.714285714285714
"6243","MIR149","microRNA 149",1,0,1,"up",1
"6244","MIR151A","microRNA 151a",0,1,1,"down",1
"6245","MIR152","microRNA 152",1,0,1,"up",1
"6246","MIR155","microRNA 155",1,0,1,"up",1
"6247","MIR155HG","Mir155 host gene (non-protein coding)",1,0,1,"up",1
"6248","MIR15B","microRNA 15b",0,0,0,"down",NA
"6249","MIR16-1","microRNA 16-1",1,0,1,"up",1
"6250","MIR17","microRNA 17",0,1,1,"down",1
"6251","MIR181A1","microRNA 181a-1",2,0,2,"up",1
"6252","MIR181A2","microRNA 181a-2",1,0,1,"up",1
"6253","MIR181B1","microRNA 181b-1",1,0,1,"up",1
"6254","MIR182","microRNA 182",0,1,1,"down",1
"6255","MIR184","microRNA 184",1,0,1,"up",1
"6256","MIR186","microRNA 186",2,0,2,"up",1
"6257","MIR188","microRNA 188",1,0,1,"up",1
"6258","MIR18A","microRNA 18a",1,2,3,"down",0.666666666666667
"6259","MIR1908","microRNA 1908",0,1,1,"down",1
"6260","MIR191","microRNA 191",1,1,2,"down",0.5
"6261","MIR1910","microRNA 1910",0,1,1,"down",1
"6262","MIR1915HG","MIR1915 host gene",0,0,0,"down",NA
"6263","MIR194-1","microRNA 194-1",1,0,1,"up",1
"6264","MIR197","microRNA 197",1,0,1,"up",1
"6265","MIR199A1","microRNA 199a-1",1,0,1,"up",1
"6266","MIR19B1","microRNA 19b-1",1,0,1,"up",1
"6267","MIR203A","microRNA 203a",2,0,2,"up",1
"6268","MIR205","microRNA 205",2,1,3,"up",0.666666666666667
"6269","MIR208A","microRNA 208a",1,0,1,"up",1
"6270","MIR20A","microRNA 20a",0,0,0,"down",NA
"6271","MIR21","microRNA 21",2,1,3,"up",0.666666666666667
"6272","MIR210HG","MIR210 host gene",1,0,1,"up",1
"6273","MIR2116","microRNA 2116",0,1,1,"down",1
"6274","MIR214","microRNA 214",0,1,1,"down",1
"6275","MIR216A","microRNA 216a",1,0,1,"up",1
"6276","MIR217","microRNA 217",2,0,2,"up",1
"6277","MIR22","microRNA 22",8,0,8,"up",1
"6278","MIR221","microRNA 221",0,1,1,"down",1
"6279","MIR222","microRNA 222",1,0,1,"up",1
"6280","MIR2277","microRNA 2277",0,1,1,"down",1
"6281","MIR22HG","Mir22 host gene (non-protein coding)",0,1,1,"down",1
"6282","MIR23A","microRNA 23a",4,0,4,"up",1
"6283","MIR23B","microRNA 23b",1,0,1,"up",1
"6284","MIR24-1","microRNA 24-1",1,0,1,"up",1
"6285","MIR24-2","microRNA 24-2",0,0,0,"down",NA
"6286","MIR25","microRNA 25",0,1,1,"down",1
"6287","MIR27B","microRNA 27b",4,0,4,"up",1
"6288","MIR28","microRNA 28",1,0,1,"up",1
"6289","MIR298","microRNA 298",1,0,1,"up",1
"6290","MIR29A","microRNA 29a",3,0,3,"up",1
"6291","MIR29B1","microRNA 29b-1",2,0,2,"up",1
"6292","MIR29C","microRNA 29c",2,1,3,"up",0.666666666666667
"6293","MIR302A","microRNA 302a",0,1,1,"down",1
"6294","MIR302B","microRNA 302b",1,0,1,"up",1
"6295","MIR30A","microRNA 30a",1,0,1,"up",1
"6296","MIR30E","microRNA 30e",0,1,1,"down",1
"6297","MIR31","microRNA 31",1,1,2,"down",0.5
"6298","MIR3142HG","MIR3142 host gene",1,0,1,"up",1
"6299","MIR3145","microRNA 3145",0,1,1,"down",1
"6300","MIR3176","microRNA 3176",0,1,1,"down",1
"6301","MIR3189","microRNA 3189",1,0,1,"up",1
"6302","MIR31HG","MIR31 host gene",3,0,3,"up",1
"6303","MIR320A","microRNA 320a",1,0,1,"up",1
"6304","MIR324","microRNA 324",1,2,3,"down",0.666666666666667
"6305","MIR335","microRNA 335",0,0,0,"down",NA
"6306","MIR339","microRNA 339",0,1,1,"down",1
"6307","MIR345","microRNA 345",0,1,1,"down",1
"6308","MIR34A","microRNA 34a",7,2,9,"up",0.777777777777778
"6309","MIR34B","microRNA 34b",1,0,1,"up",1
"6310","MIR34C","microRNA 34c",2,0,2,"up",1
"6311","MIR3613","microRNA 3613",1,1,2,"down",0.5
"6312","MIR3614","microRNA 3614",1,0,1,"up",1
"6313","MIR3675","microRNA 3675",0,1,1,"down",1
"6314","MIR378I","microRNA 378i",1,0,1,"up",1
"6315","MIR410","microRNA 410",0,1,1,"down",1
"6316","MIR421","microRNA 421",0,1,1,"down",1
"6317","MIR431","microRNA 431",0,1,1,"down",1
"6318","MIR449A","microRNA 449a",1,0,1,"up",1
"6319","MIR449B","microRNA 449b",0,1,1,"down",1
"6320","MIR4510","microRNA 4510",1,0,1,"up",1
"6321","MIR4516","microRNA 4516",0,1,1,"down",1
"6322","MIR4638","microRNA 4638",0,1,1,"down",1
"6323","MIR4674","microRNA 4674",1,0,1,"up",1
"6324","MIR4712","microRNA 4712",1,0,1,"up",1
"6325","MIR4737","microRNA 4737",0,1,1,"down",1
"6326","MIR4745","microRNA 4745",0,1,1,"down",1
